country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Turkmenistan,2015,female,25-34 years,11,487637,2.26,Turkmenistan2015,,"35,799,628,571",7326,Millenials
Turkmenistan,2015,female,55-74 years,3,280211,1.07,Turkmenistan2015,,"35,799,628,571",7326,Boomers
Turkmenistan,2015,male,5-14 years,1,513926,0.19,Turkmenistan2015,,"35,799,628,571",7326,Generation Z
Turkmenistan,2015,male,75+ years,0,35187,0.0,Turkmenistan2015,,"35,799,628,571",7326,Silent
Ukraine,1987,male,55-74 years,1934,3652600,52.95,Ukraine1987,,"64,087,694,038",1353,G.I. Generation
Ukraine,1987,female,75+ years,486,1816100,26.76,Ukraine1987,,"64,087,694,038",1353,G.I. Generation
Ukraine,1987,female,55-74 years,1024,6070300,16.87,Ukraine1987,,"64,087,694,038",1353,G.I. Generation
Ukraine,1987,female,35-54 years,770,6881800,11.19,Ukraine1987,,"64,087,694,038",1353,Silent
Ukraine,1987,female,25-34 years,176,3953000,4.45,Ukraine1987,,"64,087,694,038",1353,Boomers
Ukraine,1987,male,5-14 years,53,3683900,1.44,Ukraine1987,,"64,087,694,038",1353,Generation X
Ukraine,1988,male,75+ years,522,672400,77.63,Ukraine1988,,"74,703,517,903",1571,G.I. Generation
Ukraine,1988,male,55-74 years,1773,3672700,48.28,Ukraine1988,,"74,703,517,903",1571,G.I. Generation
Ukraine,1988,female,75+ years,476,1881000,25.31,Ukraine1988,,"74,703,517,903",1571,G.I. Generation
Ukraine,1988,female,15-24 years,182,3427500,5.31,Ukraine1988,,"74,703,517,903",1571,Generation X
Ukraine,1988,female,25-34 years,179,3961000,4.52,Ukraine1988,,"74,703,517,903",1571,Boomers
Ukraine,1988,female,5-14 years,15,3578200,0.42,Ukraine1988,,"74,703,517,903",1571,Generation X
Ukraine,1989,male,35-54 years,3547,6392000,55.49,Ukraine1989,,"82,709,161,099",1732,Silent
Ukraine,1989,male,25-34 years,1578,3878600,40.68,Ukraine1989,,"82,709,161,099",1732,Boomers
Ukraine,1989,female,75+ years,500,1931900,25.88,Ukraine1989,,"82,709,161,099",1732,G.I. Generation
Ukraine,1989,male,15-24 years,573,3509000,16.33,Ukraine1989,,"82,709,161,099",1732,Generation X
Ukraine,1989,female,55-74 years,923,5897500,15.65,Ukraine1989,,"82,709,161,099",1732,G.I. Generation
Ukraine,1989,female,35-54 years,759,7074400,10.73,Ukraine1989,,"82,709,161,099",1732,Silent
Ukraine,1989,female,15-24 years,180,3422300,5.26,Ukraine1989,,"82,709,161,099",1732,Generation X
Ukraine,1989,male,5-14 years,61,3733100,1.63,Ukraine1989,,"82,709,161,099",1732,Generation X
Ukraine,1989,female,5-14 years,13,3612500,0.36,Ukraine1989,,"82,709,161,099",1732,Generation X
Ukraine,1990,male,75+ years,494,688400,71.76,Ukraine1990,0.705,"81,456,918,679",1698,G.I. Generation
Ukraine,1990,male,25-34 years,1490,3837800,38.82,Ukraine1990,0.705,"81,456,918,679",1698,Boomers
Ukraine,1990,female,75+ years,452,1956100,23.11,Ukraine1990,0.705,"81,456,918,679",1698,G.I. Generation
Ukraine,1990,male,15-24 years,613,3544600,17.29,Ukraine1990,0.705,"81,456,918,679",1698,Generation X
Ukraine,1990,female,35-54 years,704,7140700,9.86,Ukraine1990,0.705,"81,456,918,679",1698,Silent
Ukraine,1990,female,15-24 years,165,3454600,4.78,Ukraine1990,0.705,"81,456,918,679",1698,Generation X
Ukraine,1990,male,5-14 years,59,3763100,1.57,Ukraine1990,0.705,"81,456,918,679",1698,Generation X
Ukraine,1990,female,5-14 years,6,3638400,0.16,Ukraine1990,0.705,"81,456,918,679",1698,Generation X
Ukraine,1991,male,75+ years,482,667000,72.26,Ukraine1991,,"77,464,561,150",1607,G.I. Generation
Ukraine,1991,male,25-34 years,1465,3801300,38.54,Ukraine1991,,"77,464,561,150",1607,Boomers
Ukraine,1991,female,75+ years,473,1920400,24.63,Ukraine1991,,"77,464,561,150",1607,G.I. Generation
Ukraine,1991,male,15-24 years,618,3586700,17.23,Ukraine1991,,"77,464,561,150",1607,Generation X
Ukraine,1991,female,55-74 years,867,5958600,14.55,Ukraine1991,,"77,464,561,150",1607,Silent
Ukraine,1991,female,35-54 years,677,7148300,9.47,Ukraine1991,,"77,464,561,150",1607,Boomers
Ukraine,1991,male,5-14 years,64,3793000,1.69,Ukraine1991,,"77,464,561,150",1607,Millenials
Ukraine,1992,male,75+ years,530,635600,83.39,Ukraine1992,,"73,942,235,330",1525,G.I. Generation
Ukraine,1992,male,55-74 years,2323,4028200,57.67,Ukraine1992,,"73,942,235,330",1525,Silent
Ukraine,1992,male,15-24 years,623,3628400,17.17,Ukraine1992,,"73,942,235,330",1525,Generation X
Ukraine,1992,female,15-24 years,189,3534200,5.35,Ukraine1992,,"73,942,235,330",1525,Generation X
Ukraine,1992,female,5-14 years,13,3704800,0.35,Ukraine1992,,"73,942,235,330",1525,Millenials
Ukraine,1993,male,75+ years,559,608000,91.94,Ukraine1993,,"65,648,559,903",1349,G.I. Generation
Ukraine,1993,male,35-54 years,4100,6371900,64.35,Ukraine1993,,"65,648,559,903",1349,Boomers
Ukraine,1993,male,55-74 years,2654,4202500,63.15,Ukraine1993,,"65,648,559,903",1349,Silent
Ukraine,1993,male,25-34 years,1691,3714200,45.53,Ukraine1993,,"65,648,559,903",1349,Boomers
Ukraine,1993,female,75+ years,485,1795100,27.02,Ukraine1993,,"65,648,559,903",1349,G.I. Generation
Ukraine,1993,male,15-24 years,795,3668700,21.67,Ukraine1993,,"65,648,559,903",1349,Generation X
Ukraine,1993,female,25-34 years,229,3766200,6.08,Ukraine1993,,"65,648,559,903",1349,Boomers
Ukraine,1993,female,15-24 years,152,3565100,4.26,Ukraine1993,,"65,648,559,903",1349,Generation X
Ukraine,1994,male,75+ years,569,590100,96.42,Ukraine1994,,"52,549,555,149",1081,G.I. Generation
Ukraine,1994,male,25-34 years,1763,3626300,48.62,Ukraine1994,,"52,549,555,149",1081,Boomers
Ukraine,1994,female,55-74 years,1087,6467700,16.81,Ukraine1994,,"52,549,555,149",1081,Silent
Ukraine,1994,female,15-24 years,175,3582800,4.88,Ukraine1994,,"52,549,555,149",1081,Generation X
Ukraine,1995,male,35-54 years,4986,6306200,79.07,Ukraine1995,0.662,"48,213,868,178",996,Boomers
Ukraine,1995,male,25-34 years,1854,3534800,52.45,Ukraine1995,0.662,"48,213,868,178",996,Generation X
Ukraine,1995,male,15-24 years,948,3722600,25.47,Ukraine1995,0.662,"48,213,868,178",996,Generation X
Ukraine,1995,female,75+ years,405,1716300,23.6,Ukraine1995,0.662,"48,213,868,178",996,G.I. Generation
Ukraine,1995,female,55-74 years,1029,6535200,15.75,Ukraine1995,0.662,"48,213,868,178",996,Silent
Ukraine,1995,female,25-34 years,243,3568500,6.81,Ukraine1995,0.662,"48,213,868,178",996,Generation X
Ukraine,1995,female,15-24 years,187,3596300,5.2,Ukraine1995,0.662,"48,213,868,178",996,Generation X
Ukraine,1996,male,35-54 years,5203,6305700,82.51,Ukraine1996,,"44,558,077,827",925,Boomers
Ukraine,1996,female,75+ years,378,1692100,22.34,Ukraine1996,,"44,558,077,827",925,G.I. Generation
Ukraine,1996,female,55-74 years,1079,6561400,16.44,Ukraine1996,,"44,558,077,827",925,Silent
Ukraine,1996,female,25-34 years,248,3485900,7.11,Ukraine1996,,"44,558,077,827",925,Generation X
Ukraine,1996,female,15-24 years,165,3595700,4.59,Ukraine1996,,"44,558,077,827",925,Generation X
Ukraine,1996,female,5-14 years,12,3643500,0.33,Ukraine1996,,"44,558,077,827",925,Millenials
Ukraine,1997,male,55-74 years,3735,4369600,85.48,Ukraine1997,,"50,150,399,792",1046,Silent
Ukraine,1997,male,75+ years,475,568700,83.52,Ukraine1997,,"50,150,399,792",1046,G.I. Generation
Ukraine,1997,male,25-34 years,1859,3444700,53.97,Ukraine1997,,"50,150,399,792",1046,Generation X
Ukraine,1997,male,15-24 years,986,3702700,26.63,Ukraine1997,,"50,150,399,792",1046,Generation X
Ukraine,1997,female,55-74 years,1152,6513400,17.69,Ukraine1997,,"50,150,399,792",1046,Silent
Ukraine,1997,female,15-24 years,172,3582900,4.8,Ukraine1997,,"50,150,399,792",1046,Generation X
Ukraine,1997,male,5-14 years,61,3713800,1.64,Ukraine1997,,"50,150,399,792",1046,Millenials
Ukraine,1997,female,5-14 years,17,3572200,0.48,Ukraine1997,,"50,150,399,792",1046,Millenials
Ukraine,1998,male,75+ years,458,581400,78.78,Ukraine1998,,"41,883,241,472",879,G.I. Generation
Ukraine,1998,male,35-54 years,4969,6430500,77.27,Ukraine1998,,"41,883,241,472",879,Boomers
Ukraine,1998,male,25-34 years,1830,3435200,53.27,Ukraine1998,,"41,883,241,472",879,Generation X
Ukraine,1998,female,75+ years,432,1731300,24.95,Ukraine1998,,"41,883,241,472",879,G.I. Generation
Ukraine,1998,female,35-54 years,814,7089100,11.48,Ukraine1998,,"41,883,241,472",879,Boomers
Ukraine,1998,female,25-34 years,219,3392600,6.46,Ukraine1998,,"41,883,241,472",879,Generation X
Ukraine,1998,female,15-24 years,196,3589900,5.46,Ukraine1998,,"41,883,241,472",879,Generation X
Ukraine,1999,male,35-54 years,4878,6525800,74.75,Ukraine1999,,"31,580,639,045",666,Boomers
Ukraine,1999,male,15-24 years,1054,3720800,28.33,Ukraine1999,,"31,580,639,045",666,Generation X
Ukraine,1999,female,75+ years,451,1784000,25.28,Ukraine1999,,"31,580,639,045",666,G.I. Generation
Ukraine,1999,female,55-74 years,1002,6200500,16.16,Ukraine1999,,"31,580,639,045",666,Silent
Ukraine,1999,female,25-34 years,247,3372900,7.32,Ukraine1999,,"31,580,639,045",666,Generation X
Ukraine,1999,female,15-24 years,158,3614400,4.37,Ukraine1999,,"31,580,639,045",666,Generation X
Ukraine,1999,male,5-14 years,79,3467900,2.28,Ukraine1999,,"31,580,639,045",666,Millenials
Ukraine,1999,female,5-14 years,14,3324800,0.42,Ukraine1999,,"31,580,639,045",666,Millenials
Ukraine,2000,female,55-74 years,956,6006000,15.92,Ukraine2000,0.668,"31,261,527,363",663,Silent
Ukraine,2000,female,35-54 years,774,7293800,10.61,Ukraine2000,0.668,"31,261,527,363",663,Boomers
Ukraine,2000,female,25-34 years,251,3382900,7.42,Ukraine2000,0.668,"31,261,527,363",663,Generation X
Ukraine,2000,female,15-24 years,196,3630400,5.4,Ukraine2000,0.668,"31,261,527,363",663,Generation X
Ukraine,2000,male,5-14 years,95,3325300,2.86,Ukraine2000,0.668,"31,261,527,363",663,Millenials
Ukraine,2001,male,55-74 years,3001,3915328,76.65,Ukraine2001,,"38,009,344,577",812,Silent
Ukraine,2001,male,35-54 years,4698,6650575,70.64,Ukraine2001,,"38,009,344,577",812,Boomers
Ukraine,2001,male,75+ years,467,669093,69.8,Ukraine2001,,"38,009,344,577",812,Silent
Ukraine,2001,male,15-24 years,1073,3754386,28.58,Ukraine2001,,"38,009,344,577",812,Millenials
Ukraine,2001,female,75+ years,387,1908369,20.28,Ukraine2001,,"38,009,344,577",812,Silent
Ukraine,2001,female,35-54 years,649,7353384,8.83,Ukraine2001,,"38,009,344,577",812,Boomers
Ukraine,2001,female,15-24 years,147,3645803,4.03,Ukraine2001,,"38,009,344,577",812,Millenials
Ukraine,2001,male,5-14 years,67,3170134,2.11,Ukraine2001,,"38,009,344,577",812,Millenials
Ukraine,2002,male,55-74 years,2738,3911379,70.0,Ukraine2002,,"42,392,896,031",920,Silent
Ukraine,2002,male,25-34 years,1660,3300031,50.3,Ukraine2002,,"42,392,896,031",920,Generation X
Ukraine,2002,female,55-74 years,759,5786181,13.12,Ukraine2002,,"42,392,896,031",920,Silent
Ukraine,2002,female,25-34 years,218,3329776,6.55,Ukraine2002,,"42,392,896,031",920,Generation X
Ukraine,2002,female,15-24 years,142,3643296,3.9,Ukraine2002,,"42,392,896,031",920,Millenials
Ukraine,2003,male,75+ years,531,723626,73.38,Ukraine2003,,"50,132,953,288",1097,Silent
Ukraine,2003,male,55-74 years,2648,3837902,69.0,Ukraine2003,,"50,132,953,288",1097,Silent
Ukraine,2003,male,25-34 years,1628,3316494,49.09,Ukraine2003,,"50,132,953,288",1097,Generation X
Ukraine,2003,female,75+ years,381,2008320,18.97,Ukraine2003,,"50,132,953,288",1097,Silent
Ukraine,2003,female,55-74 years,738,5689228,12.97,Ukraine2003,,"50,132,953,288",1097,Silent
Ukraine,2003,female,25-34 years,214,3341089,6.41,Ukraine2003,,"50,132,953,288",1097,Generation X
Ukraine,2003,female,15-24 years,131,3659937,3.58,Ukraine2003,,"50,132,953,288",1097,Millenials
Ukraine,2003,male,5-14 years,50,2804341,1.78,Ukraine2003,,"50,132,953,288",1097,Millenials
Ukraine,2003,female,5-14 years,17,2668337,0.64,Ukraine2003,,"50,132,953,288",1097,Millenials
Ukraine,2004,male,75+ years,508,764031,66.49,Ukraine2004,,"64,883,060,726",1432,Silent
Ukraine,2004,male,35-54 years,4132,6464700,63.92,Ukraine2004,,"64,883,060,726",1432,Boomers
Ukraine,2004,male,55-74 years,2260,3807447,59.36,Ukraine2004,,"64,883,060,726",1432,Silent
Ukraine,2004,male,25-34 years,1489,3342201,44.55,Ukraine2004,,"64,883,060,726",1432,Generation X
Ukraine,2004,male,15-24 years,944,3810633,24.77,Ukraine2004,,"64,883,060,726",1432,Millenials
Ukraine,2004,female,75+ years,373,2061225,18.1,Ukraine2004,,"64,883,060,726",1432,Silent
Ukraine,2004,female,55-74 years,603,5648458,10.68,Ukraine2004,,"64,883,060,726",1432,Silent
Ukraine,2004,female,35-54 years,585,7238033,8.08,Ukraine2004,,"64,883,060,726",1432,Boomers
Ukraine,2004,female,25-34 years,183,3360017,5.45,Ukraine2004,,"64,883,060,726",1432,Generation X
Ukraine,2004,female,15-24 years,109,3656474,2.98,Ukraine2004,,"64,883,060,726",1432,Millenials
Ukraine,2004,male,5-14 years,58,2649047,2.19,Ukraine2004,,"64,883,060,726",1432,Millenials
Ukraine,2004,female,5-14 years,12,2520560,0.48,Ukraine2004,,"64,883,060,726",1432,Millenials
Ukraine,2005,male,75+ years,561,800543,70.08,Ukraine2005,0.713,"86,142,018,069",1917,Silent
Ukraine,2005,male,25-34 years,1467,3369930,43.53,Ukraine2005,0.713,"86,142,018,069",1917,Generation X
Ukraine,2005,male,15-24 years,861,3784581,22.75,Ukraine2005,0.713,"86,142,018,069",1917,Millenials
Ukraine,2005,female,55-74 years,576,5634590,10.22,Ukraine2005,0.713,"86,142,018,069",1917,Silent
Ukraine,2005,female,25-34 years,182,3380536,5.38,Ukraine2005,0.713,"86,142,018,069",1917,Generation X
Ukraine,2005,female,15-24 years,139,3626595,3.83,Ukraine2005,0.713,"86,142,018,069",1917,Millenials
Ukraine,2005,male,5-14 years,49,2506950,1.95,Ukraine2005,0.713,"86,142,018,069",1917,Millenials
Ukraine,2005,female,5-14 years,7,2384747,0.29,Ukraine2005,0.713,"86,142,018,069",1917,Millenials
Ukraine,2006,male,25-34 years,1455,3390847,42.91,Ukraine2006,,"107,753,069,307",2418,Generation X
Ukraine,2006,female,35-54 years,540,7108424,7.6,Ukraine2006,,"107,753,069,307",2418,Boomers
Ukraine,2006,female,15-24 years,98,3577436,2.74,Ukraine2006,,"107,753,069,307",2418,Millenials
Ukraine,2006,male,5-14 years,33,2377451,1.39,Ukraine2006,,"107,753,069,307",2418,Millenials
Ukraine,2006,female,5-14 years,9,2260713,0.4,Ukraine2006,,"107,753,069,307",2418,Millenials
Ukraine,2007,male,25-34 years,1546,3414696,45.27,Ukraine2007,,"142,719,009,901",3229,Generation X
Ukraine,2007,female,75+ years,325,2125683,15.29,Ukraine2007,,"142,719,009,901",3229,Silent
Ukraine,2007,female,55-74 years,483,5668759,8.52,Ukraine2007,,"142,719,009,901",3229,Silent
Ukraine,2007,female,25-34 years,181,3405078,5.32,Ukraine2007,,"142,719,009,901",3229,Generation X
Ukraine,2007,female,15-24 years,129,3511720,3.67,Ukraine2007,,"142,719,009,901",3229,Millenials
Ukraine,2008,male,75+ years,554,818086,67.72,Ukraine2008,,"179,992,405,832",4104,Silent
Ukraine,2008,female,35-54 years,528,7018040,7.52,Ukraine2008,,"179,992,405,832",4104,Boomers
Ukraine,2008,female,15-24 years,118,3405168,3.47,Ukraine2008,,"179,992,405,832",4104,Millenials
Ukraine,2008,male,5-14 years,36,2188808,1.64,Ukraine2008,,"179,992,405,832",4104,Generation Z
Ukraine,2008,female,5-14 years,17,2078121,0.82,Ukraine2008,,"179,992,405,832",4104,Generation Z
Ukraine,2009,male,75+ years,532,802009,66.33,Ukraine2009,,"117,227,769,792",2691,Silent
Ukraine,2009,male,35-54 years,3133,6221337,50.36,Ukraine2009,,"117,227,769,792",2691,Boomers
Ukraine,2009,male,55-74 years,1882,3841612,48.99,Ukraine2009,,"117,227,769,792",2691,Silent
Ukraine,2009,female,55-74 years,556,5806966,9.57,Ukraine2009,,"117,227,769,792",2691,Silent
Ukraine,2009,female,35-54 years,502,6971143,7.2,Ukraine2009,,"117,227,769,792",2691,Boomers
Ukraine,2009,female,25-34 years,186,3494937,5.32,Ukraine2009,,"117,227,769,792",2691,Generation X
Ukraine,2009,female,15-24 years,148,3267238,4.53,Ukraine2009,,"117,227,769,792",2691,Millenials
Ukraine,2009,male,5-14 years,34,2136975,1.59,Ukraine2009,,"117,227,769,792",2691,Generation Z
Ukraine,2009,female,5-14 years,19,2027867,0.94,Ukraine2009,,"117,227,769,792",2691,Generation Z
Ukraine,2010,male,75+ years,495,804695,61.51,Ukraine2010,0.732,"136,013,155,905",3141,Silent
Ukraine,2010,male,55-74 years,1827,3866232,47.26,Ukraine2010,0.732,"136,013,155,905",3141,Silent
Ukraine,2010,male,35-54 years,2853,6203439,45.99,Ukraine2010,0.732,"136,013,155,905",3141,Generation X
Ukraine,2010,male,15-24 years,843,3271660,25.77,Ukraine2010,0.732,"136,013,155,905",3141,Millenials
Ukraine,2010,female,35-54 years,458,6928455,6.61,Ukraine2010,0.732,"136,013,155,905",3141,Generation X
Ukraine,2010,female,5-14 years,15,1993721,0.75,Ukraine2010,0.732,"136,013,155,905",3141,Generation Z
Ukraine,2011,male,55-74 years,1761,3877753,45.41,Ukraine2011,0.738,"163,159,671,670",3788,Boomers
Ukraine,2011,male,25-34 years,1457,3638908,40.04,Ukraine2011,0.738,"163,159,671,670",3788,Millenials
Ukraine,2011,male,15-24 years,850,3114554,27.29,Ukraine2011,0.738,"163,159,671,670",3788,Millenials
Ukraine,2011,female,75+ years,311,2047428,15.19,Ukraine2011,0.738,"163,159,671,670",3788,Silent
Ukraine,2011,female,35-54 years,464,6890333,6.73,Ukraine2011,0.738,"163,159,671,670",3788,Generation X
Ukraine,2011,male,5-14 years,46,2085831,2.21,Ukraine2011,0.738,"163,159,671,670",3788,Generation Z
Ukraine,2011,female,5-14 years,20,1976990,1.01,Ukraine2011,0.738,"163,159,671,670",3788,Generation Z
Ukraine,2012,male,35-54 years,2680,6175567,43.4,Ukraine2012,0.743,"175,781,379,051",4096,Generation X
Ukraine,2012,male,25-34 years,1450,3692383,39.27,Ukraine2012,0.743,"175,781,379,051",4096,Millenials
Ukraine,2012,female,55-74 years,524,5852504,8.95,Ukraine2012,0.743,"175,781,379,051",4096,Boomers
Ukraine,2012,female,25-34 years,186,3607893,5.16,Ukraine2012,0.743,"175,781,379,051",4096,Millenials
Ukraine,2012,male,5-14 years,35,2094456,1.67,Ukraine2012,0.743,"175,781,379,051",4096,Generation Z
Ukraine,2014,male,75+ years,608,919141,66.15,Ukraine2014,0.747,"133,503,411,376",3299,Silent
Ukraine,2014,male,35-54 years,2363,5814873,40.64,Ukraine2014,0.747,"133,503,411,376",3299,Generation X
Ukraine,2014,male,25-34 years,1302,3543016,36.75,Ukraine2014,0.747,"133,503,411,376",3299,Millenials
Ukraine,2014,male,15-24 years,560,2541203,22.04,Ukraine2014,0.747,"133,503,411,376",3299,Millenials
Ukraine,2014,female,55-74 years,465,5487093,8.47,Ukraine2014,0.747,"133,503,411,376",3299,Boomers
Ukraine,2014,female,25-34 years,197,3444110,5.72,Ukraine2014,0.747,"133,503,411,376",3299,Millenials
Ukraine,2014,female,15-24 years,118,2408666,4.9,Ukraine2014,0.747,"133,503,411,376",3299,Millenials
Ukraine,2014,male,5-14 years,21,2074827,1.01,Ukraine2014,0.747,"133,503,411,376",3299,Generation Z
Ukraine,2015,male,75+ years,669,942786,70.96,Ukraine2015,,"91,030,959,455",2256,Silent
Ukraine,2015,male,55-74 years,1644,3747724,43.87,Ukraine2015,,"91,030,959,455",2256,Boomers
Ukraine,2015,male,25-34 years,1114,3527229,31.58,Ukraine2015,,"91,030,959,455",2256,Millenials
Ukraine,2015,male,15-24 years,507,2408074,21.05,Ukraine2015,,"91,030,959,455",2256,Millenials
Ukraine,2015,female,15-24 years,117,2281055,5.13,Ukraine2015,,"91,030,959,455",2256,Millenials
Ukraine,2015,male,5-14 years,33,2131084,1.55,Ukraine2015,,"91,030,959,455",2256,Generation Z
Ukraine,2015,female,5-14 years,19,2010824,0.94,Ukraine2015,,"91,030,959,455",2256,Generation Z
United Arab Emirates,2005,male,25-34 years,28,1132761,2.47,United Arab Emirates2005,0.822,"180,617,018,380",42196,Generation X
United Arab Emirates,2005,female,25-34 years,6,343997,1.74,United Arab Emirates2005,0.822,"180,617,018,380",42196,Generation X
United Arab Emirates,2005,female,35-54 years,3,286724,1.05,United Arab Emirates2005,0.822,"180,617,018,380",42196,Boomers
United Arab Emirates,2005,female,5-14 years,0,261386,0.0,United Arab Emirates2005,0.822,"180,617,018,380",42196,Millenials
United Arab Emirates,2005,female,55-74 years,0,37641,0.0,United Arab Emirates2005,0.822,"180,617,018,380",42196,Silent
United Arab Emirates,2005,female,75+ years,0,5259,0.0,United Arab Emirates2005,0.822,"180,617,018,380",42196,Silent
United Arab Emirates,2005,male,5-14 years,0,282770,0.0,United Arab Emirates2005,0.822,"180,617,018,380",42196,Millenials
United Arab Emirates,2006,male,25-34 years,37,1335454,2.77,United Arab Emirates2006,,"222,116,541,865",45110,Generation X
United Arab Emirates,2006,male,55-74 years,2,114304,1.75,United Arab Emirates2006,,"222,116,541,865",45110,Silent
United Arab Emirates,2006,male,15-24 years,7,595516,1.18,United Arab Emirates2006,,"222,116,541,865",45110,Millenials
United Arab Emirates,2006,female,15-24 years,1,317537,0.31,United Arab Emirates2006,,"222,116,541,865",45110,Millenials
United Arab Emirates,2006,female,75+ years,0,5553,0.0,United Arab Emirates2006,,"222,116,541,865",45110,Silent
United Arab Emirates,2006,male,5-14 years,0,287845,0.0,United Arab Emirates2006,,"222,116,541,865",45110,Millenials
United Arab Emirates,2006,male,75+ years,0,7503,0.0,United Arab Emirates2006,,"222,116,541,865",45110,Silent
United Arab Emirates,2007,male,15-24 years,18,710296,2.53,United Arab Emirates2007,,"257,916,133,424",45285,Millenials
United Arab Emirates,2007,male,25-34 years,33,1586738,2.08,United Arab Emirates2007,,"257,916,133,424",45285,Generation X
United Arab Emirates,2007,male,55-74 years,2,128386,1.56,United Arab Emirates2007,,"257,916,133,424",45285,Silent
United Arab Emirates,2007,female,25-34 years,4,431502,0.93,United Arab Emirates2007,,"257,916,133,424",45285,Generation X
United Arab Emirates,2007,female,35-54 years,3,365164,0.82,United Arab Emirates2007,,"257,916,133,424",45285,Boomers
United Arab Emirates,2007,male,5-14 years,0,297991,0.0,United Arab Emirates2007,,"257,916,133,424",45285,Generation Z
United Arab Emirates,2007,male,75+ years,0,8489,0.0,United Arab Emirates2007,,"257,916,133,424",45285,Silent
United Arab Emirates,2008,male,15-24 years,18,776831,2.32,United Arab Emirates2008,,"315,474,615,739",48457,Millenials
United Arab Emirates,2008,male,35-54 years,36,1776139,2.03,United Arab Emirates2008,,"315,474,615,739",48457,Boomers
United Arab Emirates,2008,female,15-24 years,4,374233,1.07,United Arab Emirates2008,,"315,474,615,739",48457,Millenials
United Arab Emirates,2008,female,35-54 years,4,417902,0.96,United Arab Emirates2008,,"315,474,615,739",48457,Boomers
United Arab Emirates,2008,female,5-14 years,0,300552,0.0,United Arab Emirates2008,,"315,474,615,739",48457,Generation Z
United Arab Emirates,2008,female,55-74 years,0,47552,0.0,United Arab Emirates2008,,"315,474,615,739",48457,Silent
United Arab Emirates,2008,female,75+ years,0,6441,0.0,United Arab Emirates2008,,"315,474,615,739",48457,Silent
United Arab Emirates,2009,male,25-34 years,52,2097782,2.48,United Arab Emirates2009,,"253,547,358,747",34960,Generation X
United Arab Emirates,2009,female,15-24 years,7,385569,1.82,United Arab Emirates2009,,"253,547,358,747",34960,Millenials
United Arab Emirates,2009,female,35-54 years,2,475003,0.42,United Arab Emirates2009,,"253,547,358,747",34960,Boomers
United Arab Emirates,2009,female,55-74 years,0,51590,0.0,United Arab Emirates2009,,"253,547,358,747",34960,Silent
United Arab Emirates,2009,female,75+ years,0,6796,0.0,United Arab Emirates2009,,"253,547,358,747",34960,Silent
United Arab Emirates,2009,male,5-14 years,0,332784,0.0,United Arab Emirates2009,,"253,547,358,747",34960,Generation Z
United Arab Emirates,2009,male,75+ years,0,10292,0.0,United Arab Emirates2009,,"253,547,358,747",34960,Silent
United Arab Emirates,2010,female,75+ years,0,6996,0.0,United Arab Emirates2010,0.828,"289,787,338,325",36964,Silent
United Kingdom,1985,female,55-74 years,678,6002096,11.3,United Kingdom1985,0.753,"489,285,164,271",9231,G.I. Generation
United Kingdom,1985,female,75+ years,237,2418692,9.8,United Kingdom1985,0.753,"489,285,164,271",9231,G.I. Generation
United Kingdom,1985,male,15-24 years,411,4731293,8.69,United Kingdom1985,0.753,"489,285,164,271",9231,Generation X
United Kingdom,1985,female,35-54 years,505,6879295,7.34,United Kingdom1985,0.753,"489,285,164,271",9231,Silent
United Kingdom,1985,male,5-14 years,3,3740694,0.08,United Kingdom1985,0.753,"489,285,164,271",9231,Generation X
United Kingdom,1986,male,75+ years,280,1227718,22.81,United Kingdom1986,,"601,452,653,181",11323,G.I. Generation
United Kingdom,1986,male,55-74 years,892,5159651,17.29,United Kingdom1986,,"601,452,653,181",11323,G.I. Generation
United Kingdom,1986,male,35-54 years,1152,6950315,16.57,United Kingdom1986,,"601,452,653,181",11323,Silent
United Kingdom,1986,male,15-24 years,449,4715034,9.52,United Kingdom1986,,"601,452,653,181",11323,Generation X
United Kingdom,1986,female,55-74 years,541,5964761,9.07,United Kingdom1986,,"601,452,653,181",11323,G.I. Generation
United Kingdom,1986,female,5-14 years,2,3480190,0.06,United Kingdom1986,,"601,452,653,181",11323,Generation X
United Kingdom,1986,male,5-14 years,2,3674904,0.05,United Kingdom1986,,"601,452,653,181",11323,Generation X
United Kingdom,1987,male,35-54 years,1072,6997144,15.32,United Kingdom1987,,"745,162,608,269",13996,Silent
United Kingdom,1987,female,55-74 years,464,5919684,7.84,United Kingdom1987,,"745,162,608,269",13996,G.I. Generation
United Kingdom,1987,female,75+ years,174,2508896,6.94,United Kingdom1987,,"745,162,608,269",13996,G.I. Generation
United Kingdom,1987,female,35-54 years,417,6986157,5.97,United Kingdom1987,,"745,162,608,269",13996,Silent
United Kingdom,1987,female,25-34 years,168,4073306,4.12,United Kingdom1987,,"745,162,608,269",13996,Boomers
United Kingdom,1987,female,5-14 years,3,3435125,0.09,United Kingdom1987,,"745,162,608,269",13996,Generation X
United Kingdom,1988,male,35-54 years,1218,7060763,17.25,United Kingdom1988,,"910,122,732,124",17072,Silent
United Kingdom,1988,male,25-34 years,695,4217963,16.48,United Kingdom1988,,"910,122,732,124",17072,Boomers
United Kingdom,1988,male,55-74 years,816,5119070,15.94,United Kingdom1988,,"910,122,732,124",17072,G.I. Generation
